id,name,inserttime,validfrom,validto,sourceid,styleid,sku,listprice,url,releasedate,retiredate,framecolour,lensid,fitid,genderid,note,image,imagesmall
2755,Brown Smoke/Dark Bronze,2017-06-16 02:12:24,2017-06-16 06:12:24,NULL,2,595,12-706,$90,http://www.o-review.com/glassesdetail.asp?ID=1948,NULL,NULL,Brown Smoke,17,1,NULL,NULL,NULL,NULL
2756,Chrome FMJ/Jade Iridium / H.I. Persimmon,2017-06-16 02:12:24,2017-06-16 06:12:24,NULL,2,677,OO9097-02,$280,http://www.o-review.com/glassesdetail.asp?ID=5525,NULL,NULL,Chrome FMJ,211,1,NULL,NULL,NULL,NULL
2757,Brown Smoke/Titanium Iridium,2017-06-16 02:12:43,2017-06-16 06:12:43,NULL,2,595,12-723,$120,http://www.o-review.com/glassesdetail.asp?ID=2935,NULL,NULL,Brown Smoke,64,1,NULL,NULL,NULL,NULL
2758,Lemon Peel/Fire Iridium Polarized / Persimmon,2017-06-16 02:12:45,2017-06-16 06:12:45,NULL,2,677,OO9097-08,$280,http://www.o-review.com/glassesdetail.asp?ID=5531,NULL,NULL,Lemon Peel,212,1,NULL,NULL,NULL,NULL
2759,Polished Black/Black Iridium / Persimmon,2017-06-16 02:13:05,2017-06-16 06:13:05,NULL,2,677,OO9097-01,$220,http://www.o-review.com/glassesdetail.asp?ID=5524,NULL,NULL,Polished Black,201,1,NULL,NULL,NULL,NULL
2760,Brown Tortoise/Bronze Polarized,2017-06-16 02:13:09,2017-06-16 06:13:09,NULL,2,595,12-855,$170,http://www.o-review.com/glassesdetail.asp?ID=1972,NULL,NULL,Brown Tortoise,14,1,NULL,NULL,NULL,NULL
2761,Polished Black/Black Iridium Polarized / Persimmon,2017-06-16 02:13:24,2017-06-16 06:13:23,NULL,2,677,OO9097-05,$280,http://www.o-review.com/glassesdetail.asp?ID=5528,NULL,NULL,Polished Black,202,1,NULL,NULL,NULL,NULL
2762,Brushed Aluminum/Dark Grey,2017-06-16 02:13:35,2017-06-16 06:13:35,NULL,2,595,12-774,$160,http://www.o-review.com/glassesdetail.asp?ID=3628,NULL,NULL,Brushed Aluminum,18,1,NULL,NULL,NULL,NULL
2763,Polished Black/G30 / Persimmon,2017-06-16 02:13:44,2017-06-16 06:13:43,NULL,2,677,OO9097-03,$220,http://www.o-review.com/glassesdetail.asp?ID=5526,NULL,NULL,Polished Black,203,1,NULL,NULL,NULL,NULL
2764,Brushed Aluminum Limited/Dark Grey,2017-06-16 02:13:55,2017-06-16 06:13:54,NULL,2,595,12-774L1,$160,http://www.o-review.com/glassesdetail.asp?ID=3636,NULL,NULL,Brushed Aluminum Limited,18,1,NULL,NULL,NULL,NULL
2765,Polished White/Clear Black Photochromatic,2017-06-16 02:14:04,2017-06-16 06:14:04,NULL,2,677,OO9097-09,$220,http://www.o-review.com/glassesdetail.asp?ID=5532,NULL,NULL,Polished White,196,1,NULL,NULL,NULL,NULL
2766,C100/Dark Grey,2017-06-16 02:14:18,2017-06-16 06:14:17,NULL,2,595,12-759,€400,http://www.o-review.com/glassesdetail.asp?ID=3484,NULL,NULL,C100,18,1,NULL,NULL,NULL,NULL
2767,Polished White/G30 Polarized / VR50,2017-06-16 02:14:25,2017-06-16 06:14:25,NULL,2,677,OO9097-06,$280,http://www.o-review.com/glassesdetail.asp?ID=5529,NULL,NULL,Polished White,198,1,NULL,NULL,NULL,NULL
2768,Clear/Black Iridium,2017-06-16 02:14:39,2017-06-16 06:14:38,NULL,2,595,115,None,http://www.o-review.com/glassesdetail.asp?ID=5047,NULL,NULL,Clear,7,1,NULL,NULL,NULL,NULL
2769,Sky Blue/Black Iridium / Clear,2017-06-16 02:14:43,2017-06-16 06:14:42,NULL,2,677,OO9097-04,$220,http://www.o-review.com/glassesdetail.asp?ID=5527,NULL,NULL,Sky Blue,206,1,NULL,NULL,NULL,NULL
2770,Clear/Fire Iridium,2017-06-16 02:15:00,2017-06-16 06:15:00,NULL,2,595,125,None,http://www.o-review.com/glassesdetail.asp?ID=5048,NULL,NULL,Clear,23,1,NULL,NULL,NULL,NULL
2771,Black - Rust/Smoke,2017-06-16 02:15:09,2017-06-16 06:15:08,NULL,2,678,n/a,$25,http://www.o-review.com/glassesdetail.asp?ID=3621,NULL,NULL,Black - Rust,213,1,NULL,NULL,NULL,NULL
2772,Crystal Black/Black Iridium,2017-06-16 02:15:22,2017-06-16 06:15:22,NULL,2,595,03-481,$100,http://www.o-review.com/glassesdetail.asp?ID=3457,NULL,NULL,Crystal Black,7,1,NULL,NULL,NULL,NULL
2773,Black - Silver Frame/Smoke,2017-06-16 02:15:31,2017-06-16 06:15:31,NULL,2,678,n/a,$25,http://www.o-review.com/glassesdetail.asp?ID=3616,NULL,NULL,Black - Silver Frame,213,1,NULL,NULL,NULL,NULL
2774,Dark Crystal Red/Warm Grey,2017-06-16 02:15:41,2017-06-16 06:15:41,NULL,2,595,03-482,None,http://www.o-review.com/glassesdetail.asp?ID=3986,NULL,NULL,Dark Crystal Red,85,1,NULL,NULL,NULL,NULL
2775,Blue - Rust/Blue Iridium,2017-06-16 02:15:47,2017-06-16 06:15:46,NULL,2,678,n/a,$23,http://www.o-review.com/glassesdetail.asp?ID=3618,NULL,NULL,Blue - Rust,11,1,NULL,NULL,NULL,NULL
2776,Dark Grey/Black Iridium Polarized,2017-06-16 02:16:02,2017-06-16 06:16:02,NULL,2,595,12-720,$180,http://www.o-review.com/glassesdetail.asp?ID=2936,NULL,NULL,Dark Grey,8,1,NULL,NULL,NULL,NULL
2777,Blue - Silver/Gold,2017-06-16 02:16:04,2017-06-16 06:16:04,NULL,2,678,n/a,$23,http://www.o-review.com/glassesdetail.asp?ID=3617,NULL,NULL,Blue - Silver,214,1,NULL,NULL,NULL,NULL
2778,Dark Grey/Grey,2017-06-16 02:16:25,2017-06-16 06:16:24,NULL,2,595,12-713,$100,http://www.o-review.com/glassesdetail.asp?ID=2833,NULL,NULL,Dark Grey,37,1,NULL,NULL,NULL,NULL
2779,Cannon Yellow - Silver/Fire Iridium,2017-06-16 02:16:25,2017-06-16 06:16:25,NULL,2,678,n/a,$20,http://www.o-review.com/glassesdetail.asp?ID=3619,NULL,NULL,Cannon Yellow - Silver,23,1,NULL,NULL,NULL,NULL
2780,Desert/Bronze,2017-06-16 02:16:45,2017-06-16 06:16:45,NULL,2,595,11-015,None,http://www.o-review.com/glassesdetail.asp?ID=3885,NULL,NULL,Desert,13,1,NULL,NULL,NULL,NULL
2781,Champaigne - Blue/Gold,2017-06-16 02:16:48,2017-06-16 06:16:47,NULL,2,678,n/a,$23,http://www.o-review.com/glassesdetail.asp?ID=3620,NULL,NULL,Champaigne - Blue,214,1,NULL,NULL,NULL,NULL
2782,Dark Grey - Ruby/Smoke,2017-06-16 02:17:07,2017-06-16 06:17:06,NULL,2,678,n/a,$23,http://www.o-review.com/glassesdetail.asp?ID=3624,NULL,NULL,Dark Grey - Ruby,213,1,NULL,NULL,NULL,NULL
2783,Grape/Grey,2017-06-16 02:17:08,2017-06-16 06:17:07,NULL,2,595,12-694,$90,http://www.o-review.com/glassesdetail.asp?ID=1711,NULL,NULL,Grape,37,1,NULL,NULL,NULL,NULL
2784,Limited Polished Black/Black Iridium,2017-06-16 02:17:24,2017-06-16 06:17:24,NULL,2,595,12-785,$170,http://www.o-review.com/glassesdetail.asp?ID=3643,NULL,NULL,Limited Polished Black,7,1,NULL,NULL,NULL,NULL
2785,Green - Ruby/Goldfire,2017-06-16 02:17:33,2017-06-16 06:17:32,NULL,2,678,n/a,$23,http://www.o-review.com/glassesdetail.asp?ID=3622,NULL,NULL,Green - Ruby,215,1,NULL,NULL,NULL,NULL
2786,Matte Black/Black Iridium,2017-06-16 02:17:40,2017-06-16 06:17:40,NULL,2,595,12-744,$110,http://www.o-review.com/glassesdetail.asp?ID=3472,NULL,NULL,Matte Black,7,1,NULL,NULL,NULL,NULL
2787,Red - Silver/Fire Iridium,2017-06-16 02:17:48,2017-06-16 06:17:48,NULL,2,678,n/a,$23,http://www.o-review.com/glassesdetail.asp?ID=3623,NULL,NULL,Red - Silver,23,1,NULL,NULL,NULL,NULL
2788,Matte Black/Black Iridium,2017-06-16 02:17:58,2017-06-16 06:17:57,NULL,2,595,12-796,$125,http://www.o-review.com/glassesdetail.asp?ID=4009,NULL,NULL,Matte Black,7,1,NULL,NULL,NULL,NULL
2789,Silver - Blue/Blue Iridium,2017-06-16 02:18:06,2017-06-16 06:18:05,NULL,2,678,n/a,$25,http://www.o-review.com/glassesdetail.asp?ID=3625,NULL,NULL,Silver - Blue,11,1,NULL,NULL,NULL,NULL
2790,Matte Black/Black Iridium Polarized,2017-06-16 02:18:15,2017-06-16 06:18:15,NULL,2,595,12-856,$180,http://www.o-review.com/glassesdetail.asp?ID=1973,NULL,NULL,Matte Black,8,1,NULL,NULL,NULL,NULL
2791,Black/Black Iridium,2017-06-16 02:18:30,2017-06-16 06:18:30,NULL,2,679,04-300,$95,http://www.o-review.com/glassesdetail.asp?ID=215,NULL,NULL,Black,7,1,NULL,NULL,NULL,NULL
2792,Matte Black/Grey,2017-06-16 02:18:37,2017-06-16 06:18:36,NULL,2,595,12-782,$110,http://www.o-review.com/glassesdetail.asp?ID=3765,NULL,NULL,Matte Black,37,1,NULL,NULL,NULL,NULL
2793,Black/Black Iridium Polarized,2017-06-16 02:18:50,2017-06-16 06:18:49,NULL,2,679,04-301,$155,http://www.o-review.com/glassesdetail.asp?ID=216,NULL,NULL,Black,8,1,NULL,NULL,NULL,NULL
2794,Matte Black/Grey,2017-06-16 02:18:55,2017-06-16 06:18:55,NULL,2,595,12-703,$100,http://www.o-review.com/glassesdetail.asp?ID=1955,NULL,NULL,Matte Black,37,1,NULL,NULL,NULL,NULL
2795,Black/Persimmon,2017-06-16 02:19:07,2017-06-16 06:19:07,NULL,2,679,04-312,$95,http://www.o-review.com/glassesdetail.asp?ID=224,NULL,NULL,Black,55,1,NULL,NULL,NULL,NULL
2796,Matte Black/Grey,2017-06-16 02:19:16,2017-06-16 06:19:16,NULL,2,595,03-473,$90,http://www.o-review.com/glassesdetail.asp?ID=1971,NULL,NULL,Matte Black,37,1,NULL,NULL,NULL,NULL
2797,Black Gold/Gold Iridium,2017-06-16 02:19:27,2017-06-16 06:19:27,NULL,2,679,04-302,$95,http://www.o-review.com/glassesdetail.asp?ID=217,NULL,NULL,Black Gold,34,1,NULL,NULL,NULL,NULL
2798,Matte Black/Grey Polarized,2017-06-16 02:19:38,2017-06-16 06:19:38,NULL,2,595,11-122,$75,http://www.o-review.com/glassesdetail.asp?ID=2153,NULL,NULL,Matte Black,38,1,NULL,NULL,NULL,NULL
2799,Carmel/VR50,2017-06-16 02:19:46,2017-06-16 06:19:46,NULL,2,679,04-303,$80,http://www.o-review.com/glassesdetail.asp?ID=839,NULL,NULL,Carmel,79,1,NULL,NULL,NULL,NULL
2800,Matte Black (2009)/Black Iridium,2017-06-16 02:19:53,2017-06-16 06:19:53,NULL,2,595,24-166,$125,http://www.o-review.com/glassesdetail.asp?ID=4900,NULL,NULL,Matte Black (2009),7,1,NULL,NULL,NULL,NULL
2801,Cobalt/+Red Iridium,2017-06-16 02:20:05,2017-06-16 06:20:05,NULL,2,679,04-304,$95,http://www.o-review.com/glassesdetail.asp?ID=218,NULL,NULL,Cobalt,1,1,NULL,NULL,NULL,NULL
2802,Matte Black w/USA Flag/Grey,2017-06-16 02:20:15,2017-06-16 06:20:14,NULL,2,595,11-192,None,http://www.o-review.com/glassesdetail.asp?ID=4586,NULL,NULL,Matte Black w/USA Flag,37,1,NULL,NULL,NULL,NULL
2803,Electric Mustard (1999)/Black Iridium,2017-06-16 02:20:24,2017-06-16 06:20:24,NULL,2,679,04-305,$125,http://www.o-review.com/glassesdetail.asp?ID=1088,NULL,NULL,Electric Mustard (1999),7,1,NULL,NULL,NULL,NULL
2804,Matte Sand/Dark Bronze,2017-06-16 02:20:33,2017-06-16 06:20:33,NULL,2,595,12-784,$110,http://www.o-review.com/glassesdetail.asp?ID=3766,NULL,NULL,Matte Sand,17,1,NULL,NULL,NULL,NULL
2805,FMJ 45mm/Black Iridium,2017-06-16 02:20:43,2017-06-16 06:20:42,NULL,2,679,04-306,$130,http://www.o-review.com/glassesdetail.asp?ID=219,NULL,NULL,FMJ 45mm,7,1,NULL,NULL,NULL,NULL
2806,Olive Tortoise/Grey Polarized,2017-06-16 02:20:55,2017-06-16 06:20:54,NULL,2,595,12-892,$170,http://www.o-review.com/glassesdetail.asp?ID=3216,NULL,NULL,Olive Tortoise,38,1,NULL,NULL,NULL,NULL
2807,FMJ 5.56/Black Iridium,2017-06-16 02:21:00,2017-06-16 06:21:00,NULL,2,679,04-307,$130,http://www.o-review.com/glassesdetail.asp?ID=220,NULL,NULL,FMJ 5.56,7,1,NULL,NULL,NULL,NULL
2808,Polished Black/Amber Black Iridium Polarized,2017-06-16 02:21:18,2017-06-16 06:21:17,NULL,2,595,12-863,$180,http://www.o-review.com/glassesdetail.asp?ID=1960,NULL,NULL,Polished Black,5,1,NULL,NULL,NULL,NULL
2809,FMJ Red/Black Iridium,2017-06-16 02:21:24,2017-06-16 06:21:24,NULL,2,679,12-611,None,http://www.o-review.com/glassesdetail.asp?ID=2810,NULL,NULL,FMJ Red,7,1,NULL,NULL,NULL,NULL
2810,Polished Black/Black Iridium,2017-06-16 02:21:37,2017-06-16 06:21:37,NULL,2,595,24-003,$175,http://www.o-review.com/glassesdetail.asp?ID=4010,NULL,NULL,Polished Black,7,1,NULL,NULL,NULL,NULL
2811,FMJ W/+Red Iridium,2017-06-16 02:21:43,2017-06-16 06:21:43,NULL,2,679,,$95,http://www.o-review.com/glassesdetail.asp?ID=2867,NULL,NULL,FMJ W,1,1,NULL,NULL,NULL,NULL
2812,Polished Black/Black-Clear Gradient,2017-06-16 02:21:55,2017-06-16 06:21:54,NULL,2,595,03-470,$100,http://www.o-review.com/glassesdetail.asp?ID=1432,NULL,NULL,Polished Black,91,1,NULL,NULL,NULL,NULL
2813,Joker/Gold Iridium,2017-06-16 02:22:03,2017-06-16 06:22:02,NULL,2,679,04-311,$90,http://www.o-review.com/glassesdetail.asp?ID=840,NULL,NULL,Joker,34,1,NULL,NULL,NULL,NULL
2814,Polished Black/Fire Iridium,2017-06-16 02:22:12,2017-06-16 06:22:11,NULL,2,595,12-732,None,http://www.o-review.com/glassesdetail.asp?ID=3031,NULL,NULL,Polished Black,23,1,NULL,NULL,NULL,NULL
2815,Midnight/24K Gold Iridium,2017-06-16 02:22:20,2017-06-16 06:22:20,NULL,2,679,04-315,$95,http://www.o-review.com/glassesdetail.asp?ID=221,NULL,NULL,Midnight,3,1,NULL,NULL,NULL,NULL
2816,Polished Black/Grey,2017-06-16 02:22:32,2017-06-16 06:22:32,NULL,2,595,03-471,$90,http://www.o-review.com/glassesdetail.asp?ID=1706,NULL,NULL,Polished Black,37,1,NULL,NULL,NULL,NULL
2817,Pearl/Black Iridium,2017-06-16 02:22:43,2017-06-16 06:22:43,NULL,2,679,04-308,$95,http://www.o-review.com/glassesdetail.asp?ID=222,NULL,NULL,Pearl,7,1,NULL,NULL,NULL,NULL
2818,Polished Black/Grey,2017-06-16 02:22:53,2017-06-16 06:22:52,NULL,2,595,24-061,$120,http://www.o-review.com/glassesdetail.asp?ID=4583,NULL,NULL,Polished Black,37,1,NULL,NULL,NULL,NULL
2819,Redline/Gold Iridium,2017-06-16 02:23:02,2017-06-16 06:23:02,NULL,2,679,04-314,$95,http://www.o-review.com/glassesdetail.asp?ID=225,NULL,NULL,Redline,34,1,NULL,NULL,NULL,NULL
2820,Polished Black/Grey Polarized,2017-06-16 02:23:11,2017-06-16 06:23:11,NULL,2,595,12-891,$170,http://www.o-review.com/glassesdetail.asp?ID=3229,NULL,NULL,Polished Black,38,1,NULL,NULL,NULL,NULL
2821,Smoke/Black Iridium,2017-06-16 02:23:19,2017-06-16 06:23:19,NULL,2,679,04-313,None,http://www.o-review.com/glassesdetail.asp?ID=1278,NULL,NULL,Smoke,7,1,NULL,NULL,NULL,NULL
2822,Polished Black/HDO-3D,2017-06-16 02:23:35,2017-06-16 06:23:35,NULL,2,595,OO9143-01,$120,http://www.o-review.com/glassesdetail.asp?ID=5299,NULL,NULL,Polished Black,216,1,NULL,NULL,NULL,NULL
2823,Black/Grey Polarized,2017-06-16 02:23:38,2017-06-16 06:23:38,NULL,2,680,04-324,$145,http://www.o-review.com/glassesdetail.asp?ID=297,NULL,NULL,Black,38,1,NULL,NULL,NULL,NULL
2824,Polished Black/HDO-3D,2017-06-16 02:23:56,2017-06-16 06:23:56,NULL,2,595,OO9143-03,$150,http://www.o-review.com/glassesdetail.asp?ID=5288,NULL,NULL,Polished Black,216,1,NULL,NULL,NULL,NULL
2825,Crystal Black/Fire Iridium,2017-06-16 02:23:58,2017-06-16 06:23:58,NULL,2,680,04-320,$105,http://www.o-review.com/glassesdetail.asp?ID=63,NULL,NULL,Crystal Black,23,1,NULL,NULL,NULL,NULL
2826,FMJ+/Ice Iridium,2017-06-16 02:24:17,2017-06-16 06:24:16,NULL,2,680,04-323,$130,http://www.o-review.com/glassesdetail.asp?ID=62,NULL,NULL,FMJ+,42,1,NULL,NULL,NULL,NULL
2827,Polished Black/Ice Iridium,2017-06-16 02:24:22,2017-06-16 06:24:22,NULL,2,595,12-705,$100,http://www.o-review.com/glassesdetail.asp?ID=1949,NULL,NULL,Polished Black,42,1,NULL,NULL,NULL,NULL
2828,Metallic Black/Grey,2017-06-16 02:24:40,2017-06-16 06:24:39,NULL,2,680,04-321,$85,http://www.o-review.com/glassesdetail.asp?ID=61,NULL,NULL,Metallic Black,37,1,NULL,NULL,NULL,NULL
2829,Polished Black/Ruby Iridium,2017-06-16 02:24:41,2017-06-16 06:24:40,NULL,2,595,24-083,$110,http://www.o-review.com/glassesdetail.asp?ID=4196,NULL,NULL,Polished Black,60,1,NULL,NULL,NULL,NULL
2830,Rootbeer/Gold Iridium,2017-06-16 02:24:57,2017-06-16 06:24:57,NULL,2,680,04-322,$95,http://www.o-review.com/glassesdetail.asp?ID=60,NULL,NULL,Rootbeer,34,1,NULL,NULL,NULL,NULL
2831,Polished Black (BCL)/Grey,2017-06-16 02:25:03,2017-06-16 06:25:03,NULL,2,595,12-150GB9,$90,http://www.o-review.com/glassesdetail.asp?ID=3957,NULL,NULL,Polished Black (BCL),37,1,NULL,NULL,NULL,NULL
2832,Black Chrome/Black Iridium Polarized,2017-06-16 02:25:21,2017-06-16 06:25:20,NULL,2,681,04-353,$190,http://www.o-review.com/glassesdetail.asp?ID=233,NULL,NULL,Black Chrome,8,1,NULL,NULL,NULL,NULL
2833,Polished Black (Carbonated)/Grey,2017-06-16 02:25:21,2017-06-16 06:25:21,NULL,2,595,12-150GB7,$90,http://www.o-review.com/glassesdetail.asp?ID=3945,NULL,NULL,Polished Black (Carbonated),37,1,NULL,NULL,NULL,NULL
2834,Cannon Red/Black Iridium,2017-06-16 02:25:39,2017-06-16 06:25:39,NULL,2,681,04-350,$105,http://www.o-review.com/glassesdetail.asp?ID=234,NULL,NULL,Cannon Red,7,1,NULL,NULL,NULL,NULL
2835,Polished Black (City)/Grey,2017-06-16 02:25:43,2017-06-16 06:25:43,NULL,2,595,12-150GB3,$90,http://www.o-review.com/glassesdetail.asp?ID=3921,NULL,NULL,Polished Black (City),37,1,NULL,NULL,NULL,NULL
2836,Polished Black (Grab Bag)/Warm Grey,2017-06-16 02:26:01,2017-06-16 06:26:00,NULL,2,595,12-767,$90,http://www.o-review.com/glassesdetail.asp?ID=3757,NULL,NULL,Polished Black (Grab Bag),85,1,NULL,NULL,NULL,NULL
2837,FMJ+/Black Iridium,2017-06-16 02:26:03,2017-06-16 06:26:02,NULL,2,681,04-351,$145,http://www.o-review.com/glassesdetail.asp?ID=235,NULL,NULL,FMJ+,7,1,NULL,NULL,NULL,NULL
2838,Metallic Black/Black Iridium,2017-06-16 02:26:21,2017-06-16 06:26:21,NULL,2,681,04-354,$105,http://www.o-review.com/glassesdetail.asp?ID=236,NULL,NULL,Metallic Black,7,1,NULL,NULL,NULL,NULL
2839,Polished Black (Plaid)/Grey,2017-06-16 02:26:24,2017-06-16 06:26:24,NULL,2,595,12-150GB11,$90,http://www.o-review.com/glassesdetail.asp?ID=3969,NULL,NULL,Polished Black (Plaid),37,1,NULL,NULL,NULL,NULL
2840,Midnight/24K Gold Iridium,2017-06-16 02:26:46,2017-06-16 06:26:45,NULL,2,681,04-352,$105,http://www.o-review.com/glassesdetail.asp?ID=237,NULL,NULL,Midnight,3,1,NULL,NULL,NULL,NULL
2841,Polished Black (Polka Dot)/Grey,2017-06-16 02:26:46,2017-06-16 06:26:45,NULL,2,595,12-150GB4,$90,http://www.o-review.com/glassesdetail.asp?ID=3927,NULL,NULL,Polished Black (Polka Dot),37,1,NULL,NULL,NULL,NULL
2842,Polished Black (Safari)/Grey,2017-06-16 02:27:09,2017-06-16 06:27:09,NULL,2,595,12-150GB10,$90,http://www.o-review.com/glassesdetail.asp?ID=3963,NULL,NULL,Polished Black (Safari),37,1,NULL,NULL,NULL,NULL
2843,10W40/Black Iridium,2017-06-16 02:27:10,2017-06-16 06:27:10,NULL,2,682,04-054,None,http://www.o-review.com/glassesdetail.asp?ID=949,NULL,NULL,10W40,7,1,NULL,NULL,NULL,NULL
2844,Polished Black (Score)/Grey,2017-06-16 02:27:30,2017-06-16 06:27:29,NULL,2,595,12-150GB12,$90,http://www.o-review.com/glassesdetail.asp?ID=3975,NULL,NULL,Polished Black (Score),37,1,NULL,NULL,NULL,NULL
2845,Black/Black Iridium,2017-06-16 02:27:34,2017-06-16 06:27:33,NULL,2,682,04-001,$95,http://www.o-review.com/glassesdetail.asp?ID=1285,NULL,NULL,Black,7,1,NULL,NULL,NULL,NULL
2846,Polished Black (Stripes)/Grey,2017-06-16 02:27:46,2017-06-16 06:27:45,NULL,2,595,12-150GB8,$90,http://www.o-review.com/glassesdetail.asp?ID=3951,NULL,NULL,Polished Black (Stripes),37,1,NULL,NULL,NULL,NULL
2847,Black/VR28,2017-06-16 02:27:53,2017-06-16 06:27:53,NULL,2,682,04-051,None,http://www.o-review.com/glassesdetail.asp?ID=945,NULL,NULL,Black,70,1,NULL,NULL,NULL,NULL
2848,Polished Black (Tye Dye)/Grey,2017-06-16 02:28:03,2017-06-16 06:28:03,NULL,2,595,12-150GB5,$90,http://www.o-review.com/glassesdetail.asp?ID=3933,NULL,NULL,Polished Black (Tye Dye),37,1,NULL,NULL,NULL,NULL
2849,Black Gold/Gold Iridium,2017-06-16 02:28:11,2017-06-16 06:28:11,NULL,2,682,04-010,None,http://www.o-review.com/glassesdetail.asp?ID=2307,NULL,NULL,Black Gold,34,1,NULL,NULL,NULL,NULL
2850,Polished Black (Wall Paper)/Grey,2017-06-16 02:28:20,2017-06-16 06:28:20,NULL,2,595,12-150GB6,$90,http://www.o-review.com/glassesdetail.asp?ID=3939,NULL,NULL,Polished Black (Wall Paper),37,1,NULL,NULL,NULL,NULL
2851,Blood/Black Iridium,2017-06-16 02:28:31,2017-06-16 06:28:31,NULL,2,682,04-011,$95,http://www.o-review.com/glassesdetail.asp?ID=226,NULL,NULL,Blood,7,1,NULL,NULL,NULL,NULL
2852,Polished Black-Flag Print/Warm Grey,2017-06-16 02:28:37,2017-06-16 06:28:36,NULL,2,595,24-028,$160,http://www.o-review.com/glassesdetail.asp?ID=4106,NULL,NULL,Polished Black-Flag Print,85,1,NULL,NULL,NULL,NULL
2853,Cheetah/Gold Iridium,2017-06-16 02:28:53,2017-06-16 06:28:52,NULL,2,682,04-005,$95,http://www.o-review.com/glassesdetail.asp?ID=230,NULL,NULL,Cheetah,34,1,NULL,NULL,NULL,NULL
2854,Polished Rootbeer/Bronze,2017-06-16 02:28:54,2017-06-16 06:28:54,NULL,2,595,03-472,$90,http://www.o-review.com/glassesdetail.asp?ID=1707,NULL,NULL,Polished Rootbeer,13,1,NULL,NULL,NULL,NULL
2855,Cobalt/+Red Iridium,2017-06-16 02:29:14,2017-06-16 06:29:14,NULL,2,682,04-009,$95,http://www.o-review.com/glassesdetail.asp?ID=1284,NULL,NULL,Cobalt,1,1,NULL,NULL,NULL,NULL
2856,Polished Rootbeer (BCL)/Bronze,2017-06-16 02:29:17,2017-06-16 06:29:17,NULL,2,595,12-152GB9,$90,http://www.o-review.com/glassesdetail.asp?ID=3959,NULL,NULL,Polished Rootbeer (BCL),13,1,NULL,NULL,NULL,NULL
2857,Corten/Gold Iridium,2017-06-16 02:29:33,2017-06-16 06:29:33,NULL,2,682,04-050,None,http://www.o-review.com/glassesdetail.asp?ID=1280,NULL,NULL,Corten,34,1,NULL,NULL,NULL,NULL
2858,Polished Rootbeer (Carbonated)/Bronze,2017-06-16 02:29:38,2017-06-16 06:29:37,NULL,2,595,12-152GB7,$90,http://www.o-review.com/glassesdetail.asp?ID=3947,NULL,NULL,Polished Rootbeer (Carbonated),13,1,NULL,NULL,NULL,NULL
2859,Polished Rootbeer (City)/Bronze,2017-06-16 02:29:55,2017-06-16 06:29:54,NULL,2,595,12-152GB3,$90,http://www.o-review.com/glassesdetail.asp?ID=3923,NULL,NULL,Polished Rootbeer (City),13,1,NULL,NULL,NULL,NULL
2860,Electric Mustard/Black Iridium,2017-06-16 02:29:58,2017-06-16 06:29:58,NULL,2,682,04-017,$125,http://www.o-review.com/glassesdetail.asp?ID=841,NULL,NULL,Electric Mustard,7,1,NULL,NULL,NULL,NULL
2861,Polished Rootbeer (Grab Bag)/Bronze,2017-06-16 02:30:17,2017-06-16 06:30:16,NULL,2,595,12-769,$90,http://www.o-review.com/glassesdetail.asp?ID=3759,NULL,NULL,Polished Rootbeer (Grab Bag),13,1,NULL,NULL,NULL,NULL
2862,Fingerprint/Black Iridium,2017-06-16 02:30:17,2017-06-16 06:30:16,NULL,2,682,04-004,$95,http://www.o-review.com/glassesdetail.asp?ID=229,NULL,NULL,Fingerprint,7,1,NULL,NULL,NULL,NULL
2863,FMJ 45mm/Black Iridium,2017-06-16 02:30:32,2017-06-16 06:30:32,NULL,2,682,04-019,$125,http://www.o-review.com/glassesdetail.asp?ID=842,NULL,NULL,FMJ 45mm,7,1,NULL,NULL,NULL,NULL
2864,Polished Rootbeer (Plaid)/Bronze,2017-06-16 02:30:34,2017-06-16 06:30:34,NULL,2,595,12-152GB11,$90,http://www.o-review.com/glassesdetail.asp?ID=3971,NULL,NULL,Polished Rootbeer (Plaid),13,1,NULL,NULL,NULL,NULL
2865,FMJ 45mm/Gold Iridium,2017-06-16 02:30:53,2017-06-16 06:30:52,NULL,2,682,04-055,None,http://www.o-review.com/glassesdetail.asp?ID=948,NULL,NULL,FMJ 45mm,34,1,NULL,NULL,NULL,NULL
2866,Polished Rootbeer (Polka Dot)/Bronze,2017-06-16 02:30:53,2017-06-16 06:30:53,NULL,2,595,12-152GB4,$90,http://www.o-review.com/glassesdetail.asp?ID=3929,NULL,NULL,Polished Rootbeer (Polka Dot),13,1,NULL,NULL,NULL,NULL
2867,Polished Rootbeer (Safari)/Bronze,2017-06-16 02:31:10,2017-06-16 06:31:09,NULL,2,595,12-152GB10,$90,http://www.o-review.com/glassesdetail.asp?ID=3965,NULL,NULL,Polished Rootbeer (Safari),13,1,NULL,NULL,NULL,NULL
2868,FMJ 5.56/Black Iridium,2017-06-16 02:31:11,2017-06-16 06:31:11,NULL,2,682,04-006,None,http://www.o-review.com/glassesdetail.asp?ID=2306,NULL,NULL,FMJ 5.56,7,1,NULL,NULL,NULL,NULL
